Sejdefu majka buđaše,Sejdefu majka buđaše:"Ustani kćeri moja Sejdefo!"Zar misliš majko da ja spim?Ja ti se mlada s dušom dijelim!Zovi mi majko komšije;i prvo moje gledanje.Što smo se nekad gledali;u šajku; lađu na more!"
Sarhoš Aljo drume zatvaraše,Sarhoš Aljo drume zatvaraše;na djevojke đumruk uzimaše.Svaka cura po žut dukat daje;sama Fata đerdan od dukata.Njoj mi veli sarhoš Alijaga:Stani malo; Atlagića Fato;neceš proći dok te ne poljubim!Njega moli đuzejli djevojka:Nemoj Aljo; obadva ti svijeta;ugrišćeš me; poznaće mi nana!Za to Aljo haje i ne haje;već on ljubi Atlagića Fatu.Ja kako je ljuto poljubio;četiri joj dagme ostavio:dvije dagme pod grlo bijelo;dvije dagme pod crne solufe.
Sarajevo; behara ti tvoga,Sarajevo; behara ti tvoga;znaš li išta za dragoga moga?Otiš’o je već godina dana;ja ga čekam tužna; uplakana.Dođi dragi; milovanje moje;pa utješi bolno srce moje.Uzalud je i otac i mati;kad me; dragi; tvoj pogled ne prati.
Sanak me mori; glava me boli,”Sanak me mori; glava me boli.Tuđin me mami; iz tuđe zemlje!””Na šta te; kćeri; taj tuđin mami?””Na žute dunje; i na limune!””Kakve su; kćeri te žute dunje?””Okolo žute; unutra ljute’.””Takav je kćeri; tuđin svakoji!”
San zaspala dilber-Sajma u bašči,San zaspala dilber-Sajma u bašči;budilo je mlado momče Sarajče:”Ustan’; mila; sabah zora svanula!Sad će proci sva gospoda sarajska;i pred njima Zlatarević Mujaga;u rukam’ mu od sedefa tambura!I za njim je Rašidović Jusuf-beg;u ruci mu jedna čaša srebrena;u toj čaši rujno vince rumeno!”
Salko se vija; previja,Salko se vija; previja;u svoje majke na krilu.”Umrijeh; majko; umrijeh;ostadoh željan Hajrije!””Ne tuguj; sine Salkane;sagradi dvore kraj gore;navedi vode studene;posadi ruže rumene.Sve mome redom doći će;i s njima l’jepa Hajrija!”Salko je majku posluš’o;sagradi dvore kraj gore;navede vode studene;posadi ruže rumene.Sve mome redom dođoše;Hajrije nema; pa nema.
Salko kosi zelenu livadu ,1. verzija:Salko kosi zelenu livadu;Salko kosi; a djevojku prosi.Karala ga ostarjela majka:Prođ’ se; Salko; sirote djevojke;šta će tebi sirota djevojka?Ti si; Salko; roda gospodskoga!U djevojke puno ruha nema;u tebe je puno roda tvoga;u mene je puno roda moga;puno roda; velika gospoda.Nasmija se čelebija Salko:Dosta dara za mene bećara!Bože spari; k’o za koga mari!Hajdmo; mati; svadbu pripremati!2. verzija:Salko kosi zelenu livadu;Salko kosi a djevojku prosi.Tiho njemu govorila majka:”Man’ se; Salko; sirote djevojke!Boljom će te oženiti majka;s boljim zlatom; Atlagića Fatom.”
Sadih almu nasred Atmejdana ,1. verzija:Sadih almu nasred Atmejdana;gledah dragu tri godine dana.Kad je alma za trganje bila;moja draga za ljubljenje bila;duhnu vjetar; slomi almi granu;dođe jaran; odvede mi dragu.Pa me jaran u svatove zoveda mu budem djever uz djevojku.Jadi ići; a gore ne ići:ako pođem; nagledah se jada;ak’ ne pođem; ostah željan drage.Sve mislio; na jedno smislio:Ja ću poći pa da neću doći!Pa ja odoh u novu čaršijute joj kupih prsten i ćatkiju.Prsten dajem; na nogu joj stajem;duvak mećem; na uho joj šapćem:Kam’ ti vjera; jedna nevjernice?Znaš li; draga; kad sam dolazio;kad sam tebi šećer donosio;mimo svoju majku pronosio?Znaš li; draga; kad sam dolazio;tebi crni fesić donosio;mimo svoju sestru pronosio?Ona meni tiho progovara:Vod’ me; dragi; tvoja sam i bila!2. verzija:Sadih almu nasred Atmejdana;gledah dragu devet godin’ dana.Kad je alma za trganje bila;moja draga za ljubljenje bila.Dođe jaran; odvede mi dragu;pa me jaran u svatove zove.Muka poći; još teže ne poći:ako pođem; nagledah se jada;ne pođem li; neću vidjet’ dragu!
Sabah-zora; živom bojom,Sabah-zora; živom bojomplavo nebo rudi.Poranila moja dragapa me ljubeć’ budi.”Ustaj; ustaj; zlato moje;sabah-zora svieće.Slušaj slatki poj slavuja;gledaj ruže; cv’jeće!”Ja podigoh rusu glavu;Pogledah je milo;poljubih je; pa joj rekoh:”Što me budiš; vilo?Tvoje lice; moja zora;što no rudi jasno!Tvoje usne moje cv’jecešto miriše krasno!”
Sabah-zora; ezan uči,Sabah-zora; ezan uči;vjerni idu u džamiju.Otvori mi; dušo; pendžer;da ne idem na kapiju.Otvori mi; Allaha ti;ne muči mi srce moje.Znaš li; dušo; da sam hasta;da zbog tebe sav izgorjeh!Istom draga u tren skočipa pendžeru džamli kroči.Kakav sabah; kakva zora;rasjale se njene oči.
Sabah uči; ja se u lov spremam,Sabah uči; ja se u lov spremam;podne uči; a ja još kod dvora.Ikindija; a ja doru sedlam.Ja u goru; a sunce za goru;sam se mislim gdje ću prenoćiti.Svezah doru za debelu jelu;a sokola za jelovo granje.Hrta pustih u planinu gustu:kad u gori zaspala djevojka.
Sa Igmana pogledat’ je l’jepo,Sa Igmana pogledat’ je l’jepo;gdje se Bosna razl’jeva daleko.Bosna teče; kroz bašče krivuda;pjesme ore; pa se čuju svuda.”Oj; Igmane; ti planino stara;pod tobom su polja od behara.Najljepši si kad te magla rosi;c’jela Bosna tobom se ponosi!”
S ovu stranu i s onu Vrbasa,S ovu stranu i s onu Vrbasa;s ovu smilje; a s onu bosilje;pa se smilje smije na bosiljebaš ko momče na mlado djevojče.
Rumena mi ruža procvala,Rumena mi ruža procvala;Samo jedna staza ostala.Stazom mi dragi dolazi;konjem mi cv’jece pogazi.Neka ga; neka; nek’ gazi;samo nek’ često dolazi.
Rod rodila višnjičica,Rod rodila višnjičicaviše od roda.Od roda se savijalado crne zemlje.Pod njom sjedi mlado momčei djevojčica;pred momčetom šiša vina;rujna rumena.Pred djevojkom fildiš češalji ogledalo.Grliše se; ljubiše se;ogledaše se;ljepše momče neg’ djevojče;bez ogledala.
Rekli su nam doći Jajčani momci,Rekli su nam doći Jajčani momciNa šarenu konju; na srebrnu sedlu.Maniti ’oću; poći im neću!Babo me daje tri godine dana.Babini jastuci- Šehini jagluci;E moja lipoto!
Razbolje se zlato neharato,Razbolje se zlato neharato;oblazi ga mlado neženjeno.I donosi šećerli ponude:smokve s mora; grožđe iz Mostara.”Možeš li mi; zlato; preboljeti?””Mogu; dušo; u te gledajući!”
Razboli se Šećer Salihaga,Razboli se Šećer Salihaga;na musali Bajram klanjajući;nosilam’ ga kući donesoše.Kod kuće mu dvije vjerne ljube;mlađa plače; starija se smije.Mlađa ljuba agi prigovara:Možeš li mi preboljeti ago?Mogu ljubo u te gledajući.Ako bog da; pa da ti zdrav ustanem;Stariju ću dvoru otpremiti;Tebi krojit’ dibu i kadifu.
Razbolje se sultan Sulejmane,Razbolje se sultan Sulejmane;sedmog dana šehri Ramazana!Pitao ga sine Ibrahime:”O moj babo; sultan Sulejmane!Je l’ ti žao što ćeš umrijeti;je l’ ti žao carstva i Stambola?”Odgovara sultan Sulejmane:”O moj sine; mladi Ibrahime.Ja ne žalim što ću umrijeti;niti žalim carstva ni Stambola;već ja žalim po Budima grada;što on pade u kaurske ruke!”
Razbolje se šimšir list,Razbolje se šimšir list;Pod pendžerom l’jepe Magbule;razbolje se pa od tuge požuti.”Crnooka Magbulo;do kor’jena sav sam ogrezo;u suzama sevdah jada golemog!Neplač’ više; djevojko;svaki momak može biti tvoj;ne plač’ više; već me zali vodicom!”
Razbolje se lijepa Zakira,Razbolje se lijepa Zakira;u bolesti majci govorila:Mila majko; zovi mi hećima;mlad hećima moga Ibrahima.Mislim; majko; da bih ozdravilakad bih Ibru očima vidila.
Razbolje se lijepa Hajrija,Razbolje se lijepa Hajrija;pod orahom i pod jorgovanom.Ob’lazi je c’jeli Mostar redom;a najviše tri dilbera mlada.Prvi veli: ”Boluješ li; Hajro?”Drugi veli: ”Bolov’o bih za te!”Treći veli: ”Ja bih umro za te!”Progovara lijepa Hajrija:Niti boluj; nit’ umiri za me;skin’ dolam ti pa legni uza me;čini mi se lakše bi mi bilo!”
Razbolje se gondže Mehemede,Razbolje se gondže Mehemedena Ćiminu krilu bijelome.Govorila dilber Ćima mlada:Mehemede; šta ćeš večerati?Ćimo; srce; tvoje bijelo lice!Mehemede; što će hošaf biti?Ćimo; zlato; tvoje crne oči;oči piti; meni hošaf biti!Dilber Ćima opet govorila:Mehemede; što bih prostrijela?Dilber Ćimo; tvoje duge kose!Dilber Ćima opet govorila:Mehemede; šta ću za jastuke?Dilber Ćimo; tvoje bijele ruke!
Razbolje se care Sulejmane,Razbolje se care Sulejmaneprvog dana šeher Ramazana.Njega pita sine Ibrahime:Mili babo; care Sulejmane;je l’ ti žao što ćeš umrijeti?Je l’ ti žao stola i Stambola?Njemu veli care Sulejmane:Ja ne žalim što ću umrijeti;i drugi su cari umirali;niti žalim stola i Stambola.Vec ja žalim caricu gospođušto je moram mladu ostaviti.
Razbolje se Zarka,Razbolje se Zarkau majke na krilu.Pitala je majka:”Šta je tebi Zarka?””Prođi me se; majko;mene boli glava.”Dovede joj majkatri hećima mlada.Prvi hećim veli:”Neće preboljeti!”Drugi hećim veli:”Nema Zarki l’jeka!”Treći hećim veli:”Dajte Zarku meni!”
Razboli se mlado neženjeno,Razboli se mlado neženjeno;oblazi ga mlado neudato.Priko bašče krijući od majkedonosi mu šećerli ponude:s mora grožđe; smokve iz Mostarai ašlame u medu buvane;kaisije po rosi trgane.Na to hasta neće ni da gleda;već on traži slađega jemeka:bila lica ispod trepavica;bila grla ispod ogrlica;ne bi l’ svoju hastu prebolio!
Razboli se Gerzeleze,Razboli se GerzelezeNa Gerzovu; ravnom polju.Viš’ glave mu bojno koplje;Za kopljem mu svezan dore;Travu grize do kor’jena;Zemlju kopa do koljena.
Razbole m’ se Gerzeleze,Razbole m’ se Gerzeleze;aman; aman; Gerzeleze;grdna rano; bolan Gerzalija;Na Gerzovu ravnu polju;Viš’ glave mu đogo svezan;Obisio glavu nujan;Crnu zemlju nogom kopa.
Raslo drvo bademovo,Raslo drvo bademovo;tanko; visoko;pod njim spava Mehmed-aga;s Fatom djevojkom.Dušek im je cma zemljai rosna trava;jorgan im je vedro neboi sjajne zv’jezde;a uzglavlje b’jele rukejednog drugome!
Rasla trava djetelina,Rasla trava djetelinaPripjev: Daj ruku daj;Rasla trava djetelinaRuku mi daj; ručicu mi daj.Djetelina do koljena;Po njoj pasla paunicaI za njome paunčadi.Čuvala i’ djevojčica;Na djevojci košuljica;Nit’ je tkana; nit’ vezena;Već od zlata ispletena.
Rasla jela jelika,Rasla jela jelikaNa dva brda velika.To ne bila jelika;Već divojka velika.Cura momka potvora:"Stao si mi na nogu;Na vezenu papuču!Biser si mi prosuo!Pomoz’ mi ga kupitiI u gerdan nizati!"
Rasla je ruža do b’jela dvora,Rasla je ruža do b’jela dvora;do b’jela dvora mladog Omera.Tu je mlad Omer konja potkiv’o;s pendžera njega draga gledala.S pendžera njega milo gledala;iz sveg se glasa na njeg’ smijala.Njojzi govori dilber-Omere:”S pendžera siđi; l’jepa djevojko.Ukovah konja na te gledajuć’;gledajuć’ tvoje oko garavo!””To sam i htjela; moje gledanje;da ga ukuješ; da ne putuješ!”
Put putuje Latif-aga,Put putuje Latif-agaSa jaranom Sulejmanom.Progovara Latif-aga:”Moj jarane; Sulejmane!Je l’ ti žao Banje Luke;banjalučki’ teferiča?I tekije Hadž’kadića;i jalije Tetarića?Kul-mahale Dervišića;Akšamluka kraj Vrbasa?”
Pusti me; majko,”Pusti me; majko; pusti me; mila;da vidim svoje luče; pusti me!”Golube; poleti; pozdrav mu odnesi;doći ću; doći ja.”Dođi mi draga; dođi mi zlato!””To pjesmom mene; majko; doziva!”Golube; poleti; pozdrav mu odnesi;doći ću; doći ja.”Dođi mi; draga; dođi mi zlato;da ljubim usne tvoje; dođi mi!”Golube; poleti; pozdrav mu odnesi;doći ću; doći ja.
Puhni vjetre s Trebević planine,Puhni vjetre s Trebević planine;skini alem s Begove džamije.Skini alem; nemoj mujezina;mujezina; Muju materina.Mlad se Mujo na munaru penje;on se penje da Boga spomene.
Puhni mi; puhni; hlađane,Puhni mi; puhni; hlađane;dođi mi dođi dragane.U moju bašču zelenu;pod onu ružu rumenu.Sitan sam biser prosula;dođi mi; dragi; skupi ga.Ti ćeš mi biser kupiti;
Puče puška; puče druga; iz Carigrada,Puče puška; puče druga; iz Carigrada;da ubiju Husrev-bega; nasred Saraj’va.Govorio Husrev-beže: ”Šta sam skrivio?Dušmani me opanjkaše; kod sultana mog.Ja načinih medreseta; i imareta.Ja načinih sahat-kulu; do nje džamiju.Ja načinih Tašlihana; i bezistana.Ja načinih tri ćuprije; preko Miljacke.Ja načinih od kasabe šeher Saraj’vo;i opet me dindušmani gledat’ ne mogu!I gora će prestat’ listat’; i voda teći;a dušmana na svijetu nikad nestati!”
Pšeničice; sitno sjeme,Pšeničice; sitno sjeme;ah; moj dragi; slatko ime!Otkada se mi gledasmo;još se nismo poljubili.Ja bih tebe poljubila;kad bi majka dozvolila.
Prvi sevdah - rana pod srdašcem,Prvi sevdah - rana pod srdašcem;drugi sevdah - rana na srdašcu;treći sevdah - rana u srdašcu!Preboljeću ranu pod srdašcem;preboljeću ranu na srdašcu;al’ ne mogu ranu u srdašcu!
Prva riječ: - Bože; ti pomozi,Prva riječ: - Bože; ti pomozi!Druga riječ: - Hoće; akobogda!Vozi; Savo; što vozila nisi!Ljubi; dragi; što ljubio nisi;crne oči i bijelo lice;jer mi željno srce ispucalobaš ko zemlja ljeti od sunašca.Bog će dati i kiša će pasti;zemlja će se mehlem učiniti;a ja s tobom još više ljubiti!
Protužila Pembe Ajša,Protužila Pembe Ajša:”Dertlija sam nego paša.Jes’ tako mi zdravlja moga;ne imala nikog svoga.Kako neću dertli biti;kad me ljuta tuga mori.Jes’ tako mi zdravlja moga;ne imala nikog svoga.Što ja hoću; ne daju mi;a što neću nameću mi.Jes’ tako mi zdravlja moga;ne imala nikog svoga.I živjet ću; i umr’jet ću;nametnika ljubit neću.Jes’ tako mi zdravlja moga;ne imala nikog svoga.”
Prošetao Mujo mlad,Prošetao Mujo mlad;niz Koševo raspasan.Gledala ga djevojka;sa visoka čardaka;pitala ga djevojka;sa visoka čardaka:”O Boga ti; Mujo mlad;što ti ideš raspasan?””Tri djevojke; a ja sam;moram biti raspasan!”
Prošetalo zlato materino, Prošetalo zlato materino;po zelenoj bašci daidžinoj;šetajući crnu zemlju ljubi:”Crna zemljo i zelena travo;što me nisi prekrila odavno;da ne gledam jada po sokaku!Od momaka i od djevojaka!Drag me gleda; a dajo me ne da;drag me hoće; a dajo ga neće!Podaj; dajo; otići cu sama;ostavit ću otvorena vrata;nek’ ti bude hiljadu zijana!”
Prošetale tri djevojke,Prošetale tri djevojke;sve tri Sarajke.Lale smo; zumbuli smo;sve tri Sarajke.Jedna nosi zlatni đerđef;hoće da veze.Lale smo; zumbuli smo;vezak da veze.Druga nosi sitan biser;hoće da niže.Lale smo; zumbuli smo;biser da niže.Treća nosi b’jelo platno;hoće da b’jeli.Lale smo; zumbuli smo;platno da b’jeli.
Procvilio sitan bosioče,Procvilio sitan bosioče:Tija roso; što ne padaš na me?-Padala sam; do dva jutra nisam:Prvo sam se jutro zabavilaGledajući čuda golemogaGdje se vila s orlom zavadila.Veli vila: "Moja je planina!"Veli or’o: "Moja je visina!"Vila orlu salomila krila.Drugo sam se jutro zabavilaSlušajući čuda golemogaKad djevojka svoju majku moli:Što me; majko; dade za jedinka?Što me nisi dala u djevere;U djevere makar druge vjere?"
Pričala mi kona tvoja,Pričala mi kona tvoja;proscima te kad su dali;da si; draga; zadrhtala;k’o na grani listak mali.Kad ti suza vrela kanu;niz obraze prerumene;oh; da li si; draga; tada;sjetila se tužnog mene?Oh; znam; jesi; jer i ja sammore suza tada lio;i u tome burnom morusvoju sreću utopio!
Preletjela šarka ptica,Preletjela šarka ptica;perja šarena;pa je pala na dvoroveHamzi-begove.Govori joj vjerna ljubaHamzi-begova:”Oj; Boga ti; šarka ptico;perja šarena;selam ćeš mi Hamzi-begušto je kod cara!Dvore sam mu sagradila;pa se bijele;atove sam podgojila;pa se igraju.Kćeri sam mu poudala;sve za begove;a sinove poženila;sve od pašića;a ja sam se podmladila;kao nevjesta!””Ako si se podmladila;ti se udaji;i on ti se oženio;boljom od tebe!”
Pregazi’ zemlju nogama,Pregazi’ zemlju nogama;pregleda’ Bosnu očima;ne nađo’ za se dilbera;ti si se; dilber; falioda mene ne bi uzeo.Ne bi’ ti; dilber; ni pošla.Tri su ti; dilber; mahane:prva ti; dilber; mahanaplahosi stasa tanana;druga ti; dilber mahanaplahosi lica bliđuhna:treća ti dilber mahanatinisi soja gospodskog.
Povila se b’jela loza vinova, Povila se b’jela loza vinova;oko grada; oko b’jela Pr’jedora.To ne bila b’jela loza vinova;već to bili l’jepi Mujo i Nura.Koji su se iz malehna voljeli;jedno drugom vjernu ljubav zadali.I iz jedne sitne knjige učili.Dođe vr’jeme da se mladi rastaju.
Pošetao momak čelebija,Pošetao momak čelebijapo Mostaru; čelebi pazaru;za pasom mu jagluk i mahrama.Od mahrame vas se Mostar sjaji;od jagluka Mostar i Gabela.Pitala ga ostarjela majka:Oj bora ti; moj premili sine;oklen tebi jagluk i mahrama?Sinak majci tiho odgovara:Ej; bora mi; moja mila majko;dala mi je sirota djevojka!Što si dao siroti djevojci?Dao prsten od suhoga zlatai uz prsten hiljadu dukata.Uzeću je za vjernu ljubovcu.Uzmi; sine; i srećna ti bila!
Pošetao gondže Mehmed-beže,Pošetao gondže Mehmed-bežepo Vratniku bljel’oj mahali.Gledale ga Vratničke djevojke;gledale ga pa mu govorile:Mila majko; lijep ti je Meho!Da nam hoće ostat’ u Vratniku;dali bi mu po Vratnik mahalei najbolju Vratničku djevojku!Govori im gondže Mehmed-beže:Ne bih vama osto u Vratnikuda mi date i vas Vratnik listomi najbolje četiri djevojke!Čobanija; od zlata kutija;i u njojzi moja jauklija.
Pošetalo Đulagino zlato,Pošetalo Đulagino zlatosve sokakom ispred Tašlihana.Susrela je dva Imamovića:starij’ joj se uklonio s puta;mlađi joj se zahvatio skuta.Progovara Đulagino zlato:Hajd; ne luduj; mlad Imamoviću!Ne ljubi se zlato po sokaku;već se ljubi u zelenoj bašči.Kada bude sahat po akšamu;ti mi dođi u zelenu bašču;tad ćeš; dragi; poljubiti zlato.
Pošetale softe medreslije,Pošetale softe medreslijei pred njima softa Sulejmane.Svaki nosi po ćitab u ruci;softa Suljo četiri ćitaba.Iz ćitaba tri grijeha kažu.Jedno grijeh; reci štono nije;drugi grijeh; kuditi djevojku;treći grijeh; ljubit’ nevjenčanu.U to doba Mejruša na vodu.Kad je vidje softa Sulejmane;on pobaci bijele ćitabe;hita joj se rukom pod grlašce.Njemu veli Mejruša djevojka:Bog t’ ubio; softa Sulejmane;grijeh kažeš; o grijehu radiš!Govorio softa Sulejmane:Ja sam hodža; ja cu odučiti;ti si bula; ti ćeš otklanjati!
Pošetala stara baba,Pošetala stara babaU planinu čobaninu:"Ljubi mene; mlad čobane!"-"Bome; neću stara babo!"-"Bome; nisam stara baba;Već djevojka sedmakinja".-"Kad s’ divojka sedmakinja;Što su tebi grba leđa?"-"Ja sam bila u svog ocaJedinica mlinarica;Jedinica mlinarica;Pa su meni grba leđa".
Pošetala Hana Pehlivana,1. verzija:Pošetala Hana Pehlivana;ispred dvora Firdus-kapetana.Za njom ide Kumrija robinja;”Kumrijice; po bogu sestrice;Je l’ mi kratka peča i feredža?Vide l’ mi se džanfezli dimije?Vide l’ mi se noge do šljanaka?Gleda li me Firdus-kapetane;gleda li me i begeniše l’ me?”2. verzija:Pošetala Hana Pehlivanapored dvora Firdus kapetana.Nju mi prati Kumrija robinja:Kumrijice; po bogu sestrice;je l’ mi kratka čohali feredža?Vide l’ mi se oči kroz jašmake?Vidi l’ mi se sedefli tambura?Poznaju l’ se dojke kroz jeleke?Je l’ kod dvora Firdus kapetane?Gleda li me Firdus sa pendžera?Sevdiše l’ me i begeniše l’ me?Njoj besjedi Kumrija robinja:Kod dvora je Firdus kapetane;sevdiše te i begeniše te!
Poručuje Pridor kapetane,Banja Luko i ravnine tvoje;ja izgubih crne oči mojegledajući niz ravnine tvoje;gdje se šeću bezi banjalučki:pred njima je Pridor-kapetane!On izgubi srmom vezen jagluk;u jagluku hiljadu dukata.Našla mu ga Begza Himzagina.Poručuje Pridor-kapetaneda mu Begza vezen jagluk vratii u njemu hiljadu dukata.Odgovara Begza Himzagina:Srce; dušo; Pridor-kapetane;jagluk ću ti u ruhu donijeti;a dukate pod bijelim vratom!
Poranila na vodicu Zlata,Poranila na vodicu Zlata;za njom Ibro ata igrajući.”Jesi li mi poranila; Zlato!””Jesam Ibro; kad mi bilo drago!””Nemoj tako; kajat ćeš se Zlato!””Neću bogme; ni žaliti; Ibro!Srma momci; a zlato djevojke;hoće srma da se pozlaćuje!”
Pomračina; c'jela varoš spava,Pomračina; c'jela varoš spava;sahat-kula dvan'est otkucava.Tuđe momče po jabani šeće;tumurajuć'; traži dragoj vrata.Ko to lupa halkom o vrata;halka mu se o glavu slomila!Majku mi je zaboljela glava;od te lupe ne može da spava!
Poljem se vija Hajdar-delija,Poljem se vija Hajdar-delija;po polju ravnom; na konju vranom.Gleda ga Ajka sa gradskih vrata:”Hajdar-delijo; i perje tvoje;tvoje me perje po gradu penje!””Ajko djevojko; i kose tvoje;tvoje me kose po polju nose!”
Poletjeli sivi sokolovi,Poletjeli sivi sokolovi;i padoše šurama na vrata:”Šure moje; otvor’ te mi vrata;pobjeglo mi zlato iz halvata;neljubljeno ni rukom grljeno.”
Poletjela ptica lastavica,Poletjela ptica lastavicakroz dućane; mimo bazardžane.Bazardžani čohu prelaguju;a terzije terli-dibu šiju;kujundžije zlatan čemer kuju;a dunđeri bijele dvore grade.Sjedi Ahmo; kalem razrezuje;umače se kalemtraš po ruci;obreza se desnom po lijevoj;mala rana; al’ se na zlo dala.Dolaze mu svi redom jarani:O; jarane; bole li te rane?Da ne bole; ne b’ se rane zvale!Al’ ne bole rane na rukama;već me bole rane na srdašcu:Sinoć mi se draga preudala!
Poletila dva goluba,Poletila dva golubaIznad mojih dvora.Jedan pade u đul-bašču;A drugi na pendžer.Da sam bila kod svog dvora;Bi’ ga dočekala;Zlatan bi’ mu jagluk vezla;Biserom kitila.Dušek bi’ mu; dušek bi’ muRužom nalagala;Jorgan bi’ mu; jorgan bi’ muOd behara plela.
Poletjela dva bijela goluba,Poletjela dva bijela goluba;pa su pala na dva bora zelena.Pitala ih dva pašića s pendžera:”Je l’ i sada dilber-Nefa u majke?Nosi l’ sada od džanfeza dimije;nosi l’ sada od biljura papuče? ”
Polećela dva vrana gavrana,Polećela dva vrana gavrana;kroz čaršiju ispred bazerđana.Oj đerdane; moj đerdane;širi grane; jablane;ne daj zori da svane!Bazerđani redom čohu režu;a moj dragi svilu i kadifu.Oj đerdane; moj đerdane;širi grane; jablane;ne daj zori da svane!
Pokraj vrela ploča b’jela mermera,Pokraj vrela ploča b’jela mermerana toj ploči od biljura maštrafa.U maštrafi tri cvijeta procvala;plavi zumbul; i karanfil; i ruža.Da je meni tri cvijeta trgati;ah da mi je l’jepu Esmu ljubiti!Od meraka ne znam šta bih činio.Razbio bih od biljura maštrafu;smrvio bih ploču b’jela mermera.
Pokraj puta rodila jabuka,Pokraj puta rodila jabukarodila je biserom i zlatom;siv joj soko grane polomio;gledajući u goru zelenu.Gledajući u goru zelenu;gdje dva brata lova lovijahuulovili srnu i košutu;ulovili pod prsten djevojku.Mlađi bratac starijem govori:”Hajde; brate; lova da d’jelimo;tebi; brate; srna i košuta;meni; brate; pod prsten djevojka!”
Pokraj grada Sarajeva,Pokraj grada Sarajeva;livada je nekošena.Nekošena; negažena;po njoj pasu tri jelena.Tri jelena; tri košute;draga moja; ljubit ću te.Ljubit ću te; grlit ću te;svojoj majci odvest ću te.Odvest ću te; moja mila;taman da si gorska vila.Odvest ću te; vilo b’jela;da te čuva sedam sela.Sedam sela i gradova;draga moja; bit ćeš moja.
Pokraj Save badem drvo raste,Pokraj Save badem drvo raste.Na drvetu od zlata ljuljačka.Tu se ljulja i staro i mlado.Dođe reda na moga dragana.Kako se je dragi zaljuljao;Odlomi se bagremova grana;Pade dragi u zelenu travu;A fesić mu u duboku Savu..Mila nano; boluje mi dika;Bi’ l’ otišla obić’ bolesnika?"Hajde; ćeri; al’ se brzo vrati!"Ne vraća se odlomljena grana;Nit’ djevojka od svoga dragana.
Pokraj Lašve zelena livada,Pokraj Lašve zelena livada;po njoj pasu konji Atlagića;pripinje ih Atlagića seka;lijepa seka dilber Umihana;zlatnom žicom za srmali kolje.Gdje joj zlatne žice nedostaje;tu dotiču ruse pletenice:kose reže; ljute konje veže.Gledalo je momče sa pendžera;gledalo je; pa joj besjedilo:Ne rež’ kose; seko Atlagića!Vrednije su tvoje pleteniceveć sto braće i stotinu konja!
Pojdi kolo; pojdi bolje,Pojdi kolo; pojdi bolje;Od mog dvora do dragogaNigdje plota ni potoka;Do li jedno badem drvce;Pod njim sjedi Huso; sunce.Huso; sunce; raspni puceDa ti padnem u njedrašce;U njedrašce; uz srdašce.
Pogledaj me Anadolko Muhammeda ti ,1. verzija:”Pogledaj me; Anadolko; Muhammeda ti!ja ću tebi sevdalinke pjesme pjevati.Hranit ću te bademima da mi mirišeš;pojit ću te šerbetima da me sevdišeš!””Alaj imaš ruse kose; žališ li ih ti?””Da ih žalim; ne bih dala da ih mrsiš ti!””Alaj imaš crne oči; žališ li ih ti?””Da ih žalim; ne bih dala da ih mutiš ti!””Alaj imaš b’jelo lice; žališ li ga ti?””Da ga žalim; ne bih dala da ga ljubiš ti!”2. verzija:Pogledaj me Anadolko Muhammeda ti;ja ću tebi sevdalinke pjesme pjevati!Hranit ću te bademima da mi mirišeš;pojit ću te đul-šerbetom da me sevdišeš!Ruse kose curo imaš žališ li ih ti?"Aman da ih žalim ne bih dala da ih mrsiš ti!"Bijelo lice curo imaš; žališ li ga ti?"Aman da ga žalim; ne bih dala da ga ljubiš ti!"
Podne uči u Mostaru gradu,Podne uči u Mostaru gradu;Mostarani avdest uzimaju.U Mostaru; a na šadrvanu;ne uzima gondže Mehemede;vec zagrće uz ruke rukave:bijele se ruke kroz rukavekano gruda u planini snijega.Gledala ga Mustajpašinicasa čardaka; sa demir pendžera.Ona zove Kumriju robinju:Kumrijice; moja robinjice;hajde zovi gondže Mehemeda;sve mu kaži što je i kako je;da ga zove Mustajpašinicana čardake; na bijele ruke...
Podigli se mladi Vratničani,Podigli se mladi Vratničani;na Bjelave; Odundžinoj Hati;i pred njima Morić Mustafaga.Ali Hate doma ne bijaše;u mahali kolo okretaše.Nju mi nađe Morić Mustaf-aga;pa je njojzi tiho govorio:”Srce; dušo; Odundžina Hato;digni skute bejaz-anterije;da ja prođem i čibuk pronesem!”Njemu veli Odundžina Hata:”Srce; dušo; Morić Mustafaga;Ti podigni samur-ćurku skute;da je prođem i kolo provedem!”
Pod brijegom se jela razgranala,Pod brijegom se jela razgranala;a do jele lipa rascvjetala;pod lipom je zaspala djevojka.Pod glavom joj snopak djeteline;u njedrima dva bijela goluba.Blago meni i đogatu mome;kad naiđoh na lijepu djevojku!Evo đogi snopak djeteline;meni mladu dva bijela goluba!
Pod Tuzlom se zeleni meraja,Pod Tuzlom se zeleni meraja;na meraji prostrta serdžada.Na serdžadi dumrugdžija Mujo;što od cura đumruk uzimaše.Svaka cura po žut dukat daje;samo Fata đerdan ispod vrata.”Uzmi; Mujo; mene i đerdana;rodit ću ti sina od mejdana!”
